distance,destination_dict,source_dict,name_dict,cab_type_dict,price
1.3,1,5,7,0,3.0
0.72,5,11,11,1,10.5
0.72,5,11,0,1,15.0
0.72,5,11,9,1,7.5
0.72,5,11,12,1,7.0
2.72,11,3,1,1,31.0
2.72,11,3,0,1,23.0
2.72,11,3,11,1,15.5
2.72,11,3,12,1,9.5
3.03,8,11,7,0,7.0
3.03,8,11,4,0,32.5
3.03,8,11,2,0,19.5
3.07,7,3,1,1,34.0
3.07,7,3,10,1,12.0
3.25,3,7,5,0,10.5
3.25,3,7,4,0,38.5
3.25,3,7,3,0,27.5
3.25,3,7,6,0,16.5
1.71,9,11,5,0,9.0
1.71,9,11,2,0,16.5
1.71,9,11,4,0,30.0
1.9,1,6,10,1,8.5
1.9,1,6,0,1,18.0
1.9,1,6,9,1,8.5
1.9,1,6,12,1,8.5
1.9,1,6,11,1,13.5
1.9,1,6,1,1,28.5
3.15,8,11,11,1,22.0
3.15,8,11,1,1,35.0
3.15,8,11,9,1,11.0
3.15,8,11,10,1,11.5
1.74,5,10,7,0,7.0
1.74,5,10,5,0,10.5
1.41,10,6,9,1,8.0
1.41,10,6,10,1,8.0
1.41,10,6,0,1,18.0
1.41,10,6,11,1,13.5
2.17,9,7,0,1,18.5
2.17,9,7,12,1,8.0
2.17,9,7,11,1,14.0
1.83,11,9,4,0,26.0
1.83,11,9,5,0,9.0
1.83,11,9,2,0,13.5
1.83,11,9,6,0,13.5
1.83,11,9,3,0,19.5
1.83,11,9,7,0,5.0
3.0,10,2,6,0,16.5
0.76,5,11,5,0,7.0
2.62,1,8,12,1,12.0
2.62,1,8,9,1,11.0
2.62,1,8,11,1,17.0
3.01,2,7,12,1,11.5
3.01,2,7,0,1,26.0
3.01,2,7,1,1,34.5
1.36,1,5,11,1,13.0
2.33,6,0,0,1,19.5
2.33,6,0,10,1,8.5
2.33,6,0,1,1,30.5
2.33,6,0,11,1,14.0
3.19,2,7,6,0,16.5
3.19,2,7,7,0,7.0
3.19,2,7,4,0,34.0
3.19,2,7,3,0,26.0
3.19,2,7,5,0,11.0
2.08,6,1,6,0,16.5
3.06,11,2,5,0,11.0
1.0,5,4,4,0,32.5
1.0,5,4,5,0,9.0
2.04,0,5,11,1,15.0
2.04,0,5,1,1,30.5
2.04,0,5,0,1,19.5
2.04,0,5,9,1,9.0
1.39,2,0,9,1,7.0
1.39,2,0,11,1,12.5
1.34,3,0,9,1,7.5
1.34,3,0,10,1,7.5
1.34,3,0,12,1,7.5
1.34,3,0,11,1,11.5
3.22,7,8,4,0,34.0
3.22,7,8,3,0,26.0
3.22,7,8,5,0,11.0
3.22,7,8,6,0,16.5
3.4,6,0,0,1,27.5
3.4,6,0,1,1,38.0
3.4,6,0,9,1,12.0
3.4,6,0,10,1,13.0
3.4,6,0,11,1,20.5
3.22,7,8,12,1,18.0
3.22,7,8,1,1,33.0
3.22,7,8,9,1,16.5
0.49,7,5,12,1,7.0
0.49,7,5,0,1,15.5
0.49,7,5,11,1,9.0
0.49,7,5,1,1,27.0
4.72,4,2,1,1,41.5
4.72,4,2,9,1,12.0
4.72,4,2,12,1,13.0
4.72,4,2,10,1,13.0
4.72,4,2,0,1,33.0
3.05,3,7,0,1,28.5
3.05,3,7,1,1,37.0
3.05,3,7,10,1,10.5
4.8,4,2,7,0,9.0
1.03,7,6,12,1,7.0
1.03,7,6,10,1,7.0
1.03,7,6,11,1,11.5
1.03,7,6,1,1,27.0
1.03,7,6,0,1,15.5
2.48,10,3,12,1,9.5
2.48,10,3,0,1,20.5
2.48,10,3,11,1,16.0
2.48,10,3,1,1,29.5
3.12,11,2,7,0,7.0
3.12,11,2,4,0,34.0
3.06,11,2,2,0,19.5
3.06,11,2,6,0,16.5
3.06,11,2,5,0,11.0
3.06,11,2,3,0,26.0
1.22,11,6,10,1,8.5
1.22,11,6,11,1,13.0
1.22,11,6,9,1,8.0
1.22,11,6,12,1,8.5
1.22,11,6,1,1,26.0
3.15,2,7,5,0,10.5
3.15,2,7,4,0,32.5
0.73,5,7,7,0,3.5
0.73,5,7,4,0,26.0
0.73,5,7,3,0,16.5
2.73,11,3,9,1,15.5
2.99,3,11,7,0,7.0
2.99,3,11,4,0,34.0
2.99,3,11,6,0,16.5
2.99,3,11,5,0,11.0
4.55,4,8,10,1,12.0
4.55,4,8,1,1,38.5
4.55,4,8,12,1,12.0
4.55,4,8,11,1,20.5
4.55,4,8,0,1,30.5
4.55,4,8,9,1,11.0
2.46,1,3,1,1,28.5
2.46,1,3,9,1,7.5
2.46,1,3,11,1,15.0
2.46,1,3,10,1,9.5
2.31,5,0,2,0,19.5
2.31,5,0,3,0,22.5
2.31,5,0,6,0,16.5
2.31,5,0,4,0,30.0
2.31,5,0,5,0,9.0
0.39,9,4,9,1,7.5
0.39,9,4,1,1,27.5
0.39,9,4,0,1,15.0
0.39,9,4,11,1,8.5
1.34,1,5,3,0,16.5
1.34,1,5,6,0,10.5
1.34,1,5,4,0,27.5
1.34,1,5,5,0,7.0
1.34,1,5,2,0,13.5
1.52,9,1,4,0,27.5
1.52,9,1,7,0,5.0
1.52,9,1,3,0,19.5
1.52,9,1,5,0,9.0
1.52,9,1,2,0,13.5
1.52,9,1,6,0,13.5
2.08,0,2,5,0,9.0
2.08,0,2,2,0,16.5
2.08,0,2,3,0,19.5
2.08,0,2,7,0,7.0
2.08,0,2,4,0,30.0
2.08,0,2,6,0,13.5
4.74,4,2,12,1,15.0
4.74,4,2,1,1,46.0
4.74,4,2,9,1,9.5
4.74,4,2,10,1,15.0
4.74,4,2,11,1,24.0
4.74,4,2,0,1,29.5
1.16,11,6,12,1,7.0
1.16,11,6,0,1,16.0
1.16,11,6,11,1,12.0
3.31,8,7,5,0,10.5
3.31,8,7,2,0,22.5
3.31,8,7,3,0,27.5
3.31,8,7,4,0,38.5
3.31,8,7,6,0,16.5
0.39,9,4,1,1,27.5
0.39,9,4,9,1,6.5
0.39,9,4,0,1,15.0
0.39,9,4,12,1,7.0
0.39,9,4,10,1,7.0
0.39,9,4,11,1,8.5
3.16,2,7,3,0,26.0
3.16,2,7,2,0,22.5
4.44,2,4,12,1,14.0
4.44,2,4,10,1,14.0
4.44,2,4,11,1,25.0
2.73,10,3,7,0,5.0
2.73,10,3,2,0,16.5
2.73,10,3,6,0,16.5
3.06,7,3,1,1,36.5
3.06,7,3,10,1,11.5
0.77,5,11,5,0,7.0
0.49,7,5,11,1,9.0
0.49,7,5,12,1,7.0
0.49,7,5,9,1,7.5
0.49,7,5,0,1,15.0
0.49,7,5,10,1,7.0
2.48,9,1,1,1,28.5
2.48,9,1,12,1,8.5
2.48,9,1,9,1,8.5
2.48,9,1,10,1,8.5
2.48,9,1,0,1,18.5
3.03,6,0,5,0,10.5
3.03,6,0,3,0,27.5
3.03,6,0,6,0,19.5
3.03,6,0,2,0,22.5
3.03,6,0,4,0,38.5
3.03,6,0,7,0,7.0
1.21,10,5,7,0,3.0
1.21,10,5,5,0,7.0
1.21,10,5,3,0,16.5
1.21,10,5,4,0,27.5
1.21,10,5,2,0,13.5
0.96,6,4,6,0,10.5
0.96,6,4,7,0,5.0
0.96,6,4,4,0,27.5
0.96,6,4,5,0,7.0
1.26,0,8,5,0,7.0
1.21,6,4,10,1,8.5
1.21,6,4,9,1,9.0
1.21,6,4,11,1,16.0
1.21,6,4,1,1,26.0
2.04,0,5,11,1,13.5
0.65,4,9,9,1,5.5
1.57,6,10,9,1,9.0
3.05,3,7,9,1,10.0
3.05,3,7,10,1,10.5
3.05,3,7,1,1,29.5
2.49,0,6,6,0,16.5
2.49,0,6,3,0,27.5
2.49,0,6,7,0,7.0
2.49,0,6,2,0,19.5
1.79,0,5,0,1,17.5
2.32,1,8,4,0,30.0
2.32,1,8,6,0,16.5
2.32,1,8,2,0,16.5
2.32,1,8,3,0,22.5
2.32,1,8,5,0,11.0
1.0,6,11,10,1,7.0
1.0,6,11,12,1,7.0
1.0,6,11,0,1,16.0
1.0,6,11,1,1,26.0
1.0,6,11,9,1,7.0
1.49,2,0,7,0,7.0
1.49,2,0,4,0,38.5
1.49,2,0,2,0,19.5
1.49,2,0,3,0,27.5
1.49,2,0,5,0,10.5
0.45,9,4,4,0,27.5
0.45,9,4,7,0,3.0
0.45,9,4,2,0,10.5
0.45,9,4,6,0,9.0
0.45,9,4,5,0,7.0
2.98,10,2,2,0,19.5
0.12,6,11,9,1,7.0
1.34,3,0,0,1,15.5
1.34,3,0,11,1,12.5
1.34,3,0,1,1,27.0
1.34,3,0,9,1,6.5
3.42,8,7,10,1,9.5
3.42,8,7,9,1,10.0
3.42,8,7,0,1,24.0
3.42,8,7,12,1,9.5
3.42,8,7,1,1,30.5
1.16,10,5,10,1,7.5
1.16,10,5,9,1,7.5
1.16,10,5,1,1,27.5
1.16,10,5,12,1,7.5
1.16,10,5,11,1,11.5
1.23,5,1,9,1,6.5
1.23,5,1,10,1,7.5
1.23,5,1,11,1,12.0
0.8,4,5,0,1,16.0
0.8,4,5,9,1,7.5
2.33,6,0,9,1,10.0
2.72,10,3,2,0,19.5
2.72,10,3,3,0,26.0
2.72,10,3,4,0,34.0
1.0,5,4,2,0,13.5
1.73,6,10,3,0,19.5
0.73,5,11,10,1,8.5
0.73,5,11,11,1,11.5
0.73,5,11,1,1,27.5
0.39,9,4,0,1,16.0
0.39,9,4,10,1,7.0
2.38,1,3,4,0,30.0
2.38,1,3,3,0,22.5
2.38,1,3,7,0,7.0
2.38,1,3,5,0,9.0
2.38,1,3,6,0,16.5
2.84,3,11,9,1,8.0
1.39,5,1,5,0,7.0
1.39,5,1,2,0,13.5
1.39,5,1,3,0,16.5
1.39,5,1,4,0,26.0
1.39,5,1,7,0,5.0
1.39,5,1,6,0,11.0
1.58,7,9,1,1,26.0
1.03,7,6,0,1,16.0
1.03,7,6,12,1,7.0
1.03,7,6,9,1,5.5
1.56,0,2,1,1,25.0
1.56,0,2,10,1,8.0
1.56,0,2,12,1,8.0
1.56,0,2,9,1,6.5
3.05,3,7,12,1,10.5
3.05,3,7,10,1,10.5
2.11,6,1,5,0,9.0
2.11,6,1,4,0,30.0
2.11,6,1,2,0,16.5
2.44,8,4,1,1,38.0
1.52,9,1,6,0,10.5
1.52,9,1,7,0,5.0
1.52,9,1,2,0,13.5
1.52,9,1,5,0,7.0
1.52,9,1,4,0,27.5
1.56,0,2,9,1,9.0
1.56,0,2,10,1,12.0
1.56,0,2,0,1,16.0
1.56,0,2,12,1,12.0
1.56,0,2,11,1,19.5
3.04,11,2,9,1,7.0
3.04,11,2,1,1,31.5
3.04,11,2,0,1,22.5
3.04,11,2,10,1,9.5
3.04,11,2,12,1,9.5
1.41,2,0,11,1,12.0
1.41,2,0,0,1,15.0
1.41,2,0,1,1,26.0
1.41,2,0,10,1,8.0
1.41,2,0,12,1,8.0
1.41,2,0,9,1,7.0
0.96,6,4,5,0,7.0
0.96,6,4,4,0,26.0
0.96,6,4,7,0,5.0
0.96,6,4,3,0,16.5
0.96,6,4,6,0,9.0
2.71,1,2,2,0,19.5
2.71,1,2,3,0,22.5
2.71,1,2,6,0,16.5
0.77,5,11,3,0,16.5
0.77,5,11,7,0,3.5
0.77,5,11,6,0,9.0
0.77,5,11,5,0,7.0
0.77,5,11,4,0,26.0
1.89,0,9,0,1,22.0
1.89,0,9,1,1,29.5
1.89,0,9,10,1,10.5
1.89,0,9,12,1,10.5
1.64,0,8,12,1,9.5
1.64,0,8,11,1,13.5
1.64,0,8,1,1,26.0
1.64,0,8,9,1,7.5
1.35,9,0,3,0,19.5
1.35,9,0,4,0,26.0
1.35,9,0,2,0,13.5
1.35,9,0,6,0,13.5
1.35,9,0,5,0,7.0
2.43,8,10,5,0,11.0
0.49,7,5,9,1,6.5
0.49,7,5,11,1,9.0
0.49,7,5,0,1,15.0
3.37,8,4,3,0,27.5
2.17,9,7,1,1,28.0
2.17,9,7,11,1,19.5
2.17,9,7,10,1,11.5
2.17,9,7,12,1,11.5
2.17,9,7,9,1,11.0
2.27,2,1,9,1,7.5
2.17,9,7,7,0,3.5
2.17,9,7,2,0,16.5
2.17,9,7,5,0,9.0
2.17,9,7,4,0,26.0
2.17,9,7,3,0,19.5
1.5,0,3,12,1,8.0
1.5,0,3,0,1,18.0
0.64,9,10,7,0,3.0
0.64,9,10,6,0,10.5
0.64,9,10,2,0,10.5
0.64,9,10,4,0,27.5
2.98,10,2,1,1,33.5
2.98,10,2,12,1,10.5
2.98,10,2,10,1,10.5
3.01,2,7,9,1,11.0
3.01,2,7,11,1,19.5
3.01,2,7,12,1,12.5
0.98,4,5,0,1,15.0
1.08,4,5,2,0,10.5
1.08,4,5,4,0,27.5
2.72,11,3,12,1,12.5
2.72,11,3,0,1,23.0
2.72,11,3,10,1,12.5
2.72,11,3,1,1,37.0
2.72,11,3,9,1,9.0
2.72,11,3,11,1,20.5
2.29,7,9,9,1,7.5
2.29,7,9,1,1,27.5
2.84,11,3,6,0,16.5
2.35,3,1,5,0,9.0
2.35,3,1,4,0,27.5
2.35,3,1,2,0,16.5
2.35,3,1,7,0,5.0
2.61,1,8,0,1,20.5
1.3,10,9,12,1,8.0
1.3,10,9,0,1,15.0
1.3,10,9,10,1,8.0
1.3,10,9,9,1,7.0
1.3,10,9,1,1,27.5
1.3,10,9,11,1,11.5
2.33,5,0,6,0,16.5
2.33,5,0,4,0,32.5
2.33,5,0,2,0,19.5
2.33,5,0,3,0,22.5
2.5,8,1,2,0,16.5
2.37,0,5,3,0,22.5
2.37,0,5,6,0,13.5
2.37,0,5,4,0,30.0
2.37,0,5,7,0,3.5
2.37,0,5,2,0,16.5
2.37,0,5,5,0,9.0
1.01,6,7,5,0,7.0
1.01,6,7,4,0,27.5
1.01,6,7,6,0,13.5
2.27,2,1,1,1,32.0
2.27,2,1,12,1,11.0
2.14,9,11,11,1,15.0
2.14,9,11,10,1,9.5
2.14,9,11,0,1,20.5
2.14,9,11,1,1,27.5
2.14,9,11,12,1,9.5
1.88,1,6,6,0,16.5
1.88,1,6,2,0,16.5
1.88,1,6,5,0,10.5
1.88,1,6,7,0,3.0
1.88,1,6,3,0,22.5
2.81,10,8,10,1,8.0
2.81,10,8,9,1,7.5
1.13,7,6,7,0,5.0
1.13,7,6,4,0,27.5
1.13,7,6,6,0,10.5
1.13,7,6,2,0,10.5
1.06,8,0,6,0,10.5
1.06,8,0,2,0,10.5
1.06,8,0,3,0,16.5
1.06,8,0,7,0,5.0
3.8,3,4,5,0,13.5
3.8,3,4,4,0,38.5
3.21,3,7,2,0,22.5
3.32,8,7,3,0,26.0
3.32,8,7,6,0,19.5
3.32,8,7,4,0,38.0
3.32,8,7,2,0,22.5
3.32,8,7,7,0,7.0
0.55,9,10,0,1,16.0
0.55,9,10,11,1,9.5
0.55,9,10,12,1,7.0
2.17,9,7,12,1,9.0
2.17,9,7,0,1,18.5
1.07,4,5,2,0,10.5
1.07,4,5,7,0,3.0
1.07,4,5,5,0,7.0
1.07,4,5,4,0,27.5
1.07,4,5,6,0,10.5
2.58,1,9,10,1,10.5
2.58,1,9,0,1,21.0
1.92,8,1,10,1,14.0
1.92,8,1,11,1,22.0
1.92,8,1,1,1,31.5
2.27,2,1,2,0,16.5
0.72,5,11,1,1,26.0
0.72,5,11,12,1,7.0
0.72,5,11,10,1,7.0
1.55,10,6,3,0,19.5
1.55,6,1,7,0,5.0
1.55,6,1,2,0,13.5
1.55,6,1,6,0,11.0
1.55,6,1,3,0,16.5
1.55,6,1,4,0,26.0
0.43,9,4,5,0,7.0
0.39,9,4,10,1,7.0
1.08,6,11,4,0,26.0
1.08,6,11,2,0,11.0
1.08,6,11,3,0,16.5
1.08,6,11,5,0,7.0
1.08,6,11,6,0,11.0
1.25,5,4,0,1,15.0
1.25,5,4,9,1,7.5
1.25,5,4,10,1,8.0
1.25,5,4,11,1,12.0
2.39,1,3,2,0,19.5
2.39,1,3,3,0,22.5
2.39,1,3,7,0,7.0
4.48,3,4,9,1,9.0
4.48,3,4,10,1,13.0
0.97,5,4,4,0,26.0
0.97,5,4,7,0,5.0
0.97,5,4,5,0,7.0
0.97,5,4,3,0,16.5
1.44,9,11,12,1,8.5
1.44,9,11,9,1,7.5
1.34,9,7,1,1,26.0
1.34,9,7,10,1,8.0
1.34,9,7,11,1,13.5
1.34,9,7,12,1,8.0
2.37,0,5,7,0,7.0
1.49,2,0,2,0,13.5
1.56,0,2,1,1,27.5
1.56,0,2,10,1,8.5
1.56,0,2,9,1,7.5
2.33,6,0,0,1,26.5
2.33,6,0,10,1,10.5
2.33,6,0,1,1,35.0
2.33,6,0,9,1,11.0
2.33,6,0,11,1,19.5
0.99,4,5,12,1,7.5
0.99,4,5,11,1,11.5
3.07,7,3,0,1,22.0
3.07,7,3,11,1,17.0
3.07,7,3,10,1,10.5
3.07,7,3,9,1,7.5
3.07,7,3,10,1,10.5
3.07,7,3,11,1,17.0
3.07,7,3,12,1,10.5
3.07,7,3,0,1,25.0
3.07,7,3,1,1,33.5
2.64,1,2,5,0,10.5
1.54,0,2,4,0,27.5
1.54,0,2,3,0,19.5
1.5,7,9,9,1,8.0
2.48,9,1,11,1,15.0
2.48,9,1,1,1,27.5
2.48,9,1,12,1,8.5
2.48,9,1,10,1,8.5
2.48,9,1,9,1,8.0
2.48,9,1,0,1,20.5
3.46,3,4,1,1,38.5
3.46,3,4,11,1,19.5
3.46,3,4,10,1,12.5
1.19,10,9,5,0,7.0
1.19,10,9,6,0,11.0
1.19,10,9,3,0,16.5
1.19,10,9,2,0,13.5
1.19,10,9,4,0,26.0
1.09,7,6,7,0,3.0
6.91,4,8,12,1,22.5
6.91,4,8,1,1,46.0
6.91,4,8,11,1,39.5
6.91,4,8,9,1,14.0
0.57,4,9,3,0,16.5
0.57,4,9,6,0,9.0
4.55,4,8,12,1,12.0
4.55,4,8,11,1,23.0
4.55,4,8,0,1,27.5
4.55,4,8,10,1,12.0
4.55,4,8,1,1,40.5
1.2,10,9,2,0,13.5
1.2,10,9,5,0,7.0
1.2,10,9,4,0,27.5
1.2,10,9,3,0,16.5
1.2,10,9,7,0,3.0
1.2,10,9,6,0,10.5
2.06,9,7,6,0,13.5
2.06,9,7,4,0,30.0
2.06,9,7,7,0,5.0
2.06,9,7,2,0,16.5
2.06,9,7,5,0,9.0
3.13,3,7,5,0,10.5
3.13,3,7,7,0,7.0
2.72,11,3,11,1,16.0
2.72,11,3,12,1,10.5
1.99,10,8,2,0,16.5
7.46,8,4,1,1,45.5
3.28,0,9,4,0,38.0
3.28,0,9,7,0,3.5
3.28,0,9,3,0,26.0
3.28,0,9,2,0,22.5
3.05,3,7,0,1,25.5
2.3,2,1,7,0,7.0
2.3,2,1,3,0,22.5
2.3,2,1,2,0,16.5
2.3,2,1,5,0,9.0
2.66,3,10,11,1,17.0
2.66,3,10,10,1,11.0
2.66,3,10,12,1,11.0
2.66,3,10,1,1,31.5
0.55,9,10,0,1,16.0
0.55,9,10,12,1,7.0
0.55,9,10,10,1,7.0
3.44,7,2,4,0,38.5
3.44,7,2,3,0,27.5
3.44,7,2,5,0,13.5
3.44,7,2,7,0,7.0
3.23,7,8,12,1,12.0
3.23,7,8,1,1,37.0
3.23,7,8,11,1,19.5
3.23,7,8,9,1,10.0
3.23,7,8,10,1,12.0
1.09,6,7,7,0,3.0
1.09,6,7,2,0,13.5
1.09,6,7,6,0,10.5
1.09,6,7,4,0,27.5
1.99,10,8,6,0,13.5
1.16,10,5,12,1,9.0
1.16,10,5,11,1,14.0
1.16,10,5,0,1,17.5
1.16,10,5,1,1,26.5
1.16,10,5,9,1,7.5
2.94,11,8,5,0,13.5
2.94,11,8,2,0,27.5
2.94,11,8,4,0,45.5
2.94,11,8,7,0,5.0
2.94,11,8,6,0,22.5
2.94,11,8,3,0,32.5
3.3,8,4,0,1,25.0
3.3,8,4,9,1,10.0
3.3,8,4,10,1,11.5
3.3,8,4,12,1,11.5
3.3,8,4,1,1,35.5
3.3,8,4,11,1,18.5
2.05,11,9,4,0,30.0
1.36,1,5,12,1,8.5
1.36,1,5,0,1,16.0
1.36,1,5,1,1,27.5
1.36,1,5,11,1,12.5
2.84,3,11,9,1,8.0
0.92,7,6,0,1,15.0
0.92,7,6,1,1,27.5
0.92,7,6,12,1,7.5
0.92,7,6,9,1,5.5
0.92,7,6,11,1,10.5
0.92,7,6,10,1,7.5
2.58,1,9,9,1,11.0
0.56,5,7,9,1,6.5
0.56,5,7,1,1,27.5
0.56,5,7,12,1,7.0
0.56,5,7,10,1,7.0
2.15,0,9,2,0,19.5
2.15,0,9,4,0,32.5
3.07,7,3,12,1,9.5
3.07,7,3,9,1,8.0
3.07,7,3,1,1,31.5
3.07,7,3,10,1,9.5
3.07,7,3,11,1,15.5
3.07,7,3,0,1,23.5
1.21,10,9,5,0,7.0
2.53,0,6,5,0,10.5
2.53,0,6,4,0,38.5
2.53,0,6,6,0,19.5
2.53,0,6,3,0,27.5
2.53,0,6,2,0,22.5
3.15,8,11,0,1,25.0
3.15,8,11,9,1,10.0
3.15,8,11,11,1,19.5
3.15,8,11,12,1,12.0
3.15,8,11,10,1,12.0
3.0,3,11,3,0,27.5
0.99,4,5,1,1,27.5
0.99,4,5,10,1,7.0
0.99,4,5,11,1,10.5
0.99,4,5,9,1,7.5
0.99,4,5,0,1,15.0
0.99,4,5,12,1,7.0
2.36,1,3,5,0,9.0
0.63,5,7,2,0,10.5
0.63,5,7,3,0,16.5
1.4,3,0,7,0,5.0
1.4,3,0,2,0,16.5
1.4,3,0,6,0,13.5
2.19,6,1,0,1,19.5
2.19,6,1,9,1,9.0
2.19,6,1,10,1,9.5
2.19,6,1,12,1,9.5
3.22,11,8,6,0,34.0
3.22,11,8,3,0,52.5
3.22,11,8,7,0,13.5
3.3,8,7,12,1,11.5
2.3,0,5,9,1,8.0
3.21,7,8,10,1,13.5
3.01,2,7,1,1,36.5
1.61,9,7,10,1,9.0
3.05,3,7,10,1,11.5
3.3,8,7,11,1,19.5
3.3,8,7,1,1,38.5
2.3,0,5,12,1,10.5
3.41,7,2,1,1,37.5
3.41,7,2,0,1,28.0
3.21,7,8,9,1,10.0
2.11,9,7,7,0,3.0
3.01,2,7,10,1,11.0
3.01,2,7,12,1,11.0
3.01,2,7,0,1,24.0
3.01,2,7,9,1,10.0
3.01,2,7,1,1,31.0
3.01,2,7,11,1,18.0
3.31,8,7,1,1,36.0
2.71,3,10,11,1,18.0
2.71,3,10,12,1,11.0
2.71,3,10,10,1,11.0
2.71,3,10,0,1,23.0
2.71,3,10,1,1,33.0
1.8,8,10,1,1,24.0
1.8,8,10,9,1,8.5
1.8,8,10,12,1,8.5
1.8,8,10,11,1,13.5
1.8,8,10,0,1,17.5
1.74,6,10,2,0,16.5
1.57,6,10,12,1,9.0
1.57,6,10,10,1,9.0
1.57,6,10,1,1,27.0
1.57,6,10,11,1,15.0
1.57,6,10,0,1,19.5
1.57,6,10,9,1,9.0
1.5,10,6,6,0,13.5
1.5,10,6,2,0,16.5
1.5,10,6,5,0,10.5
4.96,2,10,3,0,57.5
0.91,4,5,5,0,7.0
0.91,4,5,4,0,26.0
0.91,4,5,6,0,9.0
1.01,7,6,2,0,11.0
1.01,7,6,3,0,16.5
1.01,7,6,7,0,3.5
1.01,7,6,5,0,7.0
1.01,7,6,4,0,26.0
1.28,11,6,6,0,10.5
3.45,9,0,10,1,9.5
2.34,0,6,11,1,15.0
2.34,0,6,9,1,9.0
2.34,0,6,12,1,9.5
2.34,0,6,1,1,31.5
2.34,0,6,10,1,9.5
1.41,2,0,0,1,15.0
1.41,2,0,9,1,7.0
1.41,2,0,11,1,12.5
1.41,2,0,12,1,8.0
2.32,5,0,5,0,9.0
2.97,8,10,5,0,19.5
2.97,8,10,6,0,34.0
2.97,8,10,4,0,67.5
2.97,8,10,7,0,13.5
2.97,8,10,3,0,52.5
2.8,2,11,9,1,11.0
2.8,2,11,0,1,24.5
2.8,2,11,12,1,11.0
2.8,2,11,10,1,11.0
2.8,2,11,1,1,35.0
0.39,9,4,1,1,26.5
0.39,9,4,10,1,7.0
0.39,9,4,12,1,7.0
2.27,2,1,12,1,9.5
2.27,2,1,9,1,8.0
3.15,8,11,1,1,35.0
3.15,8,11,0,1,25.0
3.15,8,11,12,1,9.5
1.96,7,9,6,0,13.5
1.96,7,9,4,0,30.0
2.25,2,1,0,1,19.5
2.25,2,1,12,1,10.5
2.25,2,1,10,1,10.5
2.25,2,1,11,1,15.0
2.25,2,1,9,1,10.0
2.27,2,1,1,1,29.5
2.27,2,1,10,1,9.5
2.27,2,1,12,1,9.5
2.27,2,1,0,1,19.5
3.01,2,7,0,1,23.0
3.01,2,7,1,1,30.5
3.01,2,7,12,1,10.5
3.01,2,7,9,1,10.0
3.01,2,7,11,1,17.5
2.86,11,8,11,1,15.5
1.24,11,6,3,0,16.5
1.24,11,6,6,0,13.5
2.86,11,8,0,1,20.5
2.26,9,1,6,0,16.5
2.26,9,1,3,0,22.5
2.26,9,1,7,0,7.0
2.26,9,1,4,0,30.0
2.26,9,1,5,0,11.0
2.26,9,1,2,0,16.5
3.05,11,2,7,0,7.0
1.9,1,6,6,0,16.5
1.9,1,6,3,0,22.5
1.9,1,6,2,0,16.5
2.61,1,8,12,1,10.5
2.93,0,6,0,1,25.0
2.93,0,6,9,1,13.0
2.93,0,6,10,1,13.0
2.93,0,6,12,1,13.0
2.93,0,6,11,1,19.5
4.72,4,2,1,1,40.5
0.91,1,5,9,1,7.5
0.91,1,5,10,1,7.0
2.7,10,3,5,0,10.5
2.7,10,3,2,0,16.5
2.7,10,3,4,0,32.5
2.7,10,3,6,0,16.5
2.7,10,3,7,0,7.0
1.08,10,9,2,0,13.5
1.89,0,9,11,1,13.5
1.89,0,9,12,1,8.5
1.89,0,9,10,1,8.5
1.89,0,9,9,1,9.0
2.1,9,11,7,0,7.0
0.98,6,11,10,1,7.0
0.98,6,11,11,1,9.5
0.98,6,11,1,1,27.5
0.98,6,11,0,1,15.0
0.98,6,11,9,1,7.0
1.57,6,10,1,1,27.5
1.57,6,10,10,1,7.0
1.57,6,10,11,1,12.0
0.57,7,5,4,0,26.0
0.57,7,5,6,0,9.0
0.55,9,10,12,1,14.0
0.55,9,10,10,1,14.0
0.55,9,10,1,1,48.0
0.55,9,10,0,1,29.5
0.55,9,10,9,1,14.0
0.61,11,5,9,1,7.5
0.61,11,5,0,1,15.0
2.44,1,3,3,0,22.5
2.44,1,3,5,0,10.5
2.44,1,3,2,0,19.5
2.44,1,3,7,0,7.0
3.34,8,7,4,0,34.0
0.29,5,7,12,1,7.0
1.45,0,8,4,0,27.5
2.94,10,2,5,0,10.5
2.94,10,2,3,0,27.5
2.94,10,2,2,0,19.5
2.94,10,2,6,0,16.5
2.94,10,2,4,0,32.5
3.15,3,7,6,0,16.5
3.15,3,7,7,0,7.0
3.15,3,7,2,0,19.5
3.15,3,7,5,0,11.0
3.05,3,7,1,1,54.0
3.05,3,7,0,1,38.5
1.0,7,6,4,0,26.0
1.0,7,6,3,0,16.5
1.0,7,6,2,0,13.5
1.0,7,6,5,0,7.0
1.0,7,6,7,0,3.5
1.45,2,0,3,0,16.5
3.3,8,7,1,1,39.5
3.3,8,7,11,1,32.5
1.04,4,6,0,1,17.5
0.92,6,4,11,1,22.5
2.02,9,7,3,0,22.5
2.02,9,7,2,0,16.5
2.02,9,7,7,0,7.0
2.02,9,7,4,0,30.0
2.02,9,7,5,0,9.0
1.0,6,11,12,1,8.5
1.0,6,11,9,1,6.5
1.0,6,11,0,1,17.0
1.0,6,11,10,1,8.5
1.0,6,11,1,1,26.5
1.0,6,11,11,1,13.0
2.62,6,0,7,0,7.0
2.62,6,0,3,0,27.5
2.62,6,0,4,0,38.5
2.62,6,0,5,0,10.5
1.61,5,10,9,1,9.0
